Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais condições podem causar alterações em mais de...,6.37,0.42,0.015,0.0,0.015,0.857,0.5,0.5,"Excelente pergunta!

As condições que podem causar alterações em mais de um domínio cognitivo são conhecidas como ""trastornos de múltiplos domínios"" ou ""trastornos de múltiplas interdependências"". Esses distúrbios podem afetar várias áreas da cognição, como memória, atenção, linguagem, execução de tarefas e resolução de problemas, entre outras.

Algumas condições que podem causar alterações em mais de um domínio cognitivo incluem:

1. **Esclerose Ameliotrófica**: uma doença degenerativa que afeta a memória, a linguagem, a execução de tarefas e a resolução de problemas.
2. **Dementia de Alzheimer**: uma doença degenerativa que afeta a memória, a linguagem, a execução de tare","Ansiedade, depressão, esquizofrenia, dislexia, TDAH."
Quais estruturas do cérebro foram identificadas co...,6.79,0.47,0.141,0.029,0.127,0.75,0.435,0.5,"O circuito atencional é uma rede complexa de estruturas no cérebro que estão envolvidas na atenção e na percepção. Algumas das estruturas mais importantes identificadas como parte do circuito atencional incluem:

1. **Córamina**: É uma substância química liberada pelo córtex cerebral que atua como neurotransmissor para os receptores atencionais, ajudando a regular a atenção e a vigilância.
2. **Área pré-frontal**: Localizada na região pré-frontal do cérebro, a área pré-frontal é responsável por controlar a atenção e a planejamento. Ela está envolvida na regulação da atenção, da memória e da execução de tarefas complexas.
3. **Área parietal**: Localizada na região parietal do cérebro, a área pariet","O tálamo, córtex parietal, córtex límbico, região frontal e córtex temporal."
Qual é o pico de sensibilidade à luz e em que part...,6.36,2.4,0.164,0.061,0.134,0.833,0.467,0.5,"Um tema interessante!

O pico de sensibilidade à luz, também conhecido como ""fotossensibilidade"" ou ""sensibilidade à luz intensa"", é um fenômeno que ocorre quando as pessoas reagem de forma intensa à luz intensa, muitas vezes causando desconforto, dor ou até mesmo reações psicológicas.

O pico de sensibilidade à luz ocorre em diferentes pessoas de maneira variada, mas geralmente se assemelha a um pico na faixa de 400 a 500 nanômetros (nm), que é uma parte do espectro visível, aproximadamente na região do azul ou violeta.

Mais precisamente, o pico de sensibilidade à luz está localizado em torno da faixa de 450 nm, que é perto da região do azul. No entanto, é importante notar que a sensibilidade à luz pode variar signific","O pico de sensibilidade é entre 450-480 nm, na porção azul do espectro."
Quais mecanismos biológicos estão relacionados ao ...,9.59,0.41,0.095,0.0,0.068,0.875,0.51,0.5,"O envelhecimento é um processo complexo e multifacetado que afeta muitos aspectos da saúde e do funcionamento cognitivo. A atenção é uma das habilidades cognitivas mais afetadas pelo envelhecimento. Aqui estão alguns mecanismos biológicos relacionados ao envelhecimento que afetam a atenção:

1. **Perda de neurônios e sinapses**: Com o envelhecimento, ocorre uma perda de neurônios e sinapses no cérebro, o que pode levar a uma redução na capacidade de processar e integrar informações. Isso pode afetar a atenção e a capacidade de focar em tarefas.
2. **Redução da plasticidade cerebral**: A plasticidade cerebral é a capacidade do cérebro de se adaptar e reorganizar em resposta a novas experiências. Com o envelhecimento","Inflamação sistêmica, senescência celular, senescência imunológica, disfunções mitocondriais, propensão fibrótica, envelhecimento hormonal, alterações na composição corporal."
Qual condição neurológica está relacionada a uma p...,15.0,0.73,0.075,0.031,0.06,0.923,0.592,0.5,"A condição neurológica que está relacionada a uma perda de memória e atenção leve, com risco aumentado de doenças neurodegenerativas, é a Doença de Alzheimer.

A Doença de Alzheimer é uma doença neurodegenerativa progressiva que afeta a memória, a aprendizagem e a função cognitiva. Ela é caracterizada por uma perda progressiva da capacidade de memória e aprendizagem, além de dificuldades em realizar tarefas diárias e manter a atenção.

Além disso, a Doença de Alzheimer também pode causar sintomas como:

* Perda de memória para eventos e pessoas
* Dificuldade em lembrar de palavras e frases
* Dificuldade em resolver problemas e realizar tarefas complexas
* Dificuldade em realizar tarefas motoras, como cozinhar ou dirigir",Envelhecimento com déficit de atenção leve.
Quais déficits cognitivos são comuns em indivíduos...,8.46,0.84,0.126,0.028,0.112,0.833,0.466,0.5,"O Transtorno de Deficit de Atenção Hiperativa (TDAH) é uma condição neurológica caracterizada por uma série de sintomas, incluindo dificuldade para focar, atenção e controlar impulsos. Embora a percepção de TDAH possa variar de pessoa para pessoa, alguns déficits cognitivos são comumente observados em indivíduos com TDAH. Aqui estão alguns dos mais comuns:

1. **Dificuldade de foco**: Indivíduos com TDAH muitas vezes têm dificuldade em manter a atenção em uma tarefa ou atividade por um período prolongado. Eles podem ter dificuldade em conter a mente e se distraírem facilmente.

2. **Dificuldade em gerenciar a organização**: Muitas pessoas com TDAH têm dificuldade em organizar suas t","TDAH afeta funções executivas, atenção seletiva, memória de trabalho, temporização e tomada de decisão baseada em recompensas."
Quais fatores estão associados à redução no volume...,8.87,0.78,0.103,0.026,0.09,0.846,0.538,0.5,"Os fatores associados à redução no volume de matéria cinzenta do córtex cingulado anterior em adultos com Transtorno de Deficiência de Atenção com Hiperatividade (TDAH) incluem:

1. **Genética**: Estudos sugerem que a variabilidade genética pode desempenhar um papel significativo na determinação do risco de desenvolver TDAH, incluindo a redução do volume de matéria cinzenta no córtex cingulado anterior.

2. **Exposição à toxina de mercúrio**: A exposição a toxinas, como a mercúrio, durante o desenvolvimento fetal ou em crianças pequenas, pode afetar o desenvolvimento cerebral e levar a reduções no volume de matéria cinzenta no córtex cingulado anterior.

3. **Exposição a estresse**: A exposição a estresse crôn","Fatores biológicos como baixo peso ao nascer, tabagismo, exposição a drogas e álcool prenatal, distúrbios psiquiátricos maternos, disfunção familiar e baixo nível socioeconômico."
"Quais sintomas descreve o termo ""hiperfoco"" em ind...",9.09,1.37,0.112,0.065,0.112,0.571,0.34,0.5,"O termo ""hiperfoco"" não é um sintoma em si mesmo, mas sim uma característica que pode ser associada ao Transtorno por Deficit de Atenção Hiperativo (TDAH).

No entanto, os sintomas associados ao TDAH incluem:

- Dificuldade de concentração e atenção
- Dificuldade de manter a atenção em uma tarefa em particular
- Incapacidade de completar tarefas em que a atenção é necessária
- Dificuldade de gerenciar múltiplas tarefas simultaneamente
- Incapacidade de se manter em silêncio ou se concentrar em uma atividade ao mesmo tempo que há ruído de fundo.
- Dificuldade em se manter em silêncio ou se concentrar em uma atividade ao mesmo tempo que há ruído de fundo",Hiperfoco na TDAH é intensa concentração em uma atividade.
Quais funções executivas são menos ativadas em ind...,25.73,0.41,0.088,0.015,0.088,0.857,0.489,0.5,"A dislexia é um transtorno do desenvolvimento caracterizado por dificuldades na leitura, escrita e retenção de informações, mas não é uma deficiência intelectual. Embora a dislexia possa afetar várias funções cognitivas, existem algumas funções executivas que são menos ativadas em indivíduos com dislexia. Aqui estão algumas delas:

1. **Planejamento de tarefas**: Indivíduos com dislexia podem ter dificuldades em planejar e organizar tarefas complexas, o que pode levar a problemas com a priorização e a gestão do tempo.
2. **Memória de trabalho**: A memória de trabalho é a capacidade de armazenar e manipular informações em curto prazo. Indivíduos com dislexia podem ter dificuldades em manter a atenção e armazenar",Atividade da rede de atenção dorsal e das redes de atenção ventral.
Quais são as características clínicas da dislexia ...,29.97,0.48,0.119,0.0,0.09,0.8,0.449,0.5,"A dislexia, também conhecida como dislexia leitora, é uma condição neurológica que afeta a capacidade de leitura e escrita de uma pessoa. Aqui estão algumas das principais características clínicas da dislexia em crianças:

1. **Dificuldade de leitura**: A principal característica da dislexia é a dificuldade de leitura, que pode manifestar-se de várias maneiras, como:
	* Dificuldade de decodificar palavras e frases
	* Dificuldade de reconhecer letras e números
	* Dificuldade de entender a estrutura e o significado das palavras
2. **Dificuldade de escrita**: Além da dificuldade de leitura, muitas crianças com dislexia também apresentam dificuldade de escrita, como:
	* Dificuldade de escrever pal","Deficits em percepção visual, processamento visual temporal, atenção, e possíveis condições oculares. Não todos apresentam prejuízos cognitivos."
Qual é a eficácia dos treinos de atenção visual em...,2.99,3.82,0.182,0.118,0.156,0.857,0.492,0.5,"A eficácia dos treinos de atenção visual em indivíduos com dislexia é um tópico de grande interesse e debate. Embora não haja consenso sobre a eficácia dos treinos de atenção visual em dislexia, existem estudos que sugerem que podem ser benéficos para alguns indivíduos.

A dislexia é uma condição que afeta a capacidade de ler, escrever e processar informações visuais, e a atenção desempenha um papel importante nisso. Alguns estudos sugerem que os indivíduos com dislexia podem ter dificuldades em manter a atenção em tarefas visuais e em aprender novas informações.

Um estudo publicado em 2018 no Journal of Learning Disabilities encontrou que os treinos de atenção visual podem melhorar a capacidade de atenção e a habilidade de processamento de",Os treinos de atenção visual aumentam a velocidade e precisão da leitura em indivíduos com dislexia.
