Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são os aspectos-chave da atenção em termos d...,8.6,1.5,0.113,0.043,0.113,0.429,0.252,0.5,"A atenção envolve o processo de seleção e atenção ativa, adaptada à mudança social.Qual é o objetivo da atenção no contexto da mudança social?Aprimorar a capacidade de focar em mudanças sociais para facilitar a adaptação.Como a atenção é relevante para a adaptabilidade?A atenção é crucial para focar em mudanças sociais, essencial para a adaptabilidade.Qual é a relação entre atenção e desenvolvimento social em adultos?A atenção é fundamental para a interação social, sendo essencial para o desenvolvimento social em adultos.Quais são os dois tipos de atenção mencionados na seção?A atenção é dividida em atenção ativa e atenção passiva.","A atenção envolve a focalização consciente em uma tarefa principal, selecionando estímulos específicos para processamento, ignorando outros irrelevantes."
Qual é a sub-divisão do processo de desenvolviment...,5.04,0.7,0.101,0.064,0.101,0.571,0.333,0.5,"Processo de atenção e atenção seletiva.Quais são as duas formas de atenção seletiva mencionadas?Atendimento global e atenção local.O que é a atenção seletiva e qual é sua função?Atendimento seletiva é a capacidade de focar em um estímulo específico, ignorando outros, e é essencial para o processamento de informações sensoriais.Quais são os dois tipos de atenção seletiva mencionados?Atendimento global, focando em um estímulo específico, e atenção local, focando em estímulos próximos no espaço.Qual é o papel das estruturas sensoriais e do córtex pré-frontal em desenvolvimento da atenção?Estruturas sensoriais são necessárias para capturar estímulos, e o córtex pré-frontal é essencial para processamento de informações sensoriais.Qual é a importância da atenção seletiva em relação ao desenvolvimento cognitivo?A","Atenção seletiva, sustentada, atenção dividida e atenção alternada."
Qual é o conceito relacionado à capacidade de alte...,3.43,0.95,0.164,0.056,0.137,0.5,0.3,0.5,"Flexibilidade de atenção.Quais são os dois tipos de atenção?Atendimento seletivo e atenção dividida.Quais são as vantagens da atenção seletiva?Permite focar em tarefas específicas e melhora a produtividade.E a atenção dividida?Permite processar informações simultaneamente, mas é menos eficiente.Qual é a estratégia recomendada para alternar entre tarefas?Alternar tarefas de maneira sequencial, priorizando a mais importante.Quais são as consequências de não alternar adequadamente entre tarefas?Atenção dividida, fadiga, menos produtividade e aumento de erros.Qual é a técnica para melhorar a flexibilidade de atenção?Seguir uma lista de tarefas e alternar entre elas.Quais são as tarefas sugeridas para alternar?Tarefa 1, Tarefa 2, Tarefa 3, Tarefa",A atenção alternada é a capacidade de alternar atenção entre tarefas que exigem diferentes níveis de foco.
Quais condições podem causar alterações em mais de...,3.34,0.39,0.026,0.0,0.026,0.286,0.164,0.5,"Transtorno de Déficit de Atenção e Memória, Esquizofrenia, Doenças de Envelhecimento.Qual é o resultado da idade avançada sobre o processamento de informações?O processamento de informações torna-se mais lento, levando a um tempo de resposta mais longo.Quais são as condições que afetam o funcionamento do cérebro e a percepção?Transtornos de Envelhecimento, Doenças Neurodegenerativas, Transtornos de Déficit de Atenção e Memória, Esquizofrenia, Doenças de Envelhecimento.Quais são as principais diferenças entre o processamento de informações e a memória?O processamento de informações envolve a análise de informações, enquanto a memória é a capacidade de armazenar e recuperar informações.Qual é a relação entre a cognição e a motivação?A motivação influencia a cognição, levando a decisões e ações","Ansiedade, depressão, esquizofrenia, dislexia, TDAH."
Quais estruturas do cérebro foram identificadas co...,3.48,1.72,0.182,0.086,0.17,0.25,0.148,0.5,"O córtex pré-frontal, o córtex parietal, o córtex temporal, o córtex cingulado, o córtex lentigofacial, o córtex orbitofrontal e o córtex límbico.Quais regiões do cérebro estão envolvidas no processamento do estímulo visual?O córtex visual, incluindo a ínsula, o lobo temporal, o lobo parietal, o lobo frontal, o córtex cingulado, o córtex cingulado posterior e o córtex límbico.Qual é a função das células de barrelete no córtex visual primário?As células de barrelete são responsáveis por detectar sinais de luz em uma área específica do campo visual.Quais são as três camadas de processamento visual descritas na seção?O córtex visual primário, o córtex visual secundário e o córtex visual de associação.","O tálamo, córtex parietal, córtex límbico, região frontal e córtex temporal."
Qual é o pico de sensibilidade à luz e em que part...,2.98,2.07,0.123,0.062,0.108,0.5,0.302,0.5,"O pico de sensibilidade à luz é em 555 nm, que corresponde ao vermelho.Qual é o efeito da luz de 555 nm na visão?A luz de 555 nm é a luz mais sensível para a visão humana.O que é a luz em termos de radianos?A luz é um vetor de radianos.Qual é a relação entre radianos e graus?1 radiano é igual a 180/π graus.Qual é o valor em radianos para um emmetro?Um emmetro é igual a 2π radianos.Qual é o valor em radianos para um radian?Um radian é igual a 2π radianos.Qual é o valor em radianos para um grado?Um grado é igual a π/180 radianos.Qual é o valor em radianos para 360 graus?","O pico de sensibilidade é entre 450-480 nm, na porção azul do espectro."
Quais mecanismos biológicos estão relacionados ao ...,7.57,0.36,0.042,0.0,0.042,0.25,0.142,0.5,"Aging afeta o sistema nervoso, a neurotransmissão e a função cerebral, alterando a atenção.Como a idade afeta a capacidade de atenção, conforme os estudos?A idade afeta a capacidade de atenção, com estudos mostrando que a atenção está associada a uma taxa de processamento mais rápida.Quais fatores ambientais podem influenciar o desenvolvimento do sistema de atenção?Fatores ambientais como educação, saúde mental, atividades físicas, e práticas de vida saudáveis.Qual é o impacto do sistema de atenção em atividades de vida diária e trabalho?O sistema de atenção é fundamental para atividades de vida diária e trabalho, influenciando o desempenho, produtividade e qualidade de vida.Quais estratégias podem ajudar a melhorar a atenção?Estratégias incluem treinamento cognitivo, exercícios físicos, práticas de mindfulness e atividades sociais.Como as práticas de mindfulness podem melhorar a atenção?Práticas de mindfulness","Inflamação sistêmica, senescência celular, senescência imunológica, disfunções mitocondriais, propensão fibrótica, envelhecimento hormonal, alterações na composição corporal."
Qual condição neurológica está relacionada a uma p...,6.81,0.48,0.081,0.033,0.049,0.462,0.302,0.5,"AD (Demência de Alzheimer)Quais são os sintomas iniciais do AD?Deterioração leve de memória e atenção.Qual é a condição que pode se manifestar com sintomas agudos, como convulsões e parkinsonismo?AD de Lewy.Quais distúrbios são considerados distúrbios neurodegenerativos?Distúrbios neurodegenerativos referem-se a doenças que causam atrofia cerebral, como AD, PD, HD, ALS, MS.Quais distúrbios são classificados como distúrbios de neuroincheamento?Distúrbios de neuroincheamento, como demência vascular, demência de Creutzfeldt-Jakob, demência de prion, distúrbios de demência com esclerose múltipla.Qual é a característica principal dos distúrbios de dem",Envelhecimento com déficit de atenção leve.
Quais déficits cognitivos são comuns em indivíduos...,3.96,0.49,0.136,0.028,0.109,0.333,0.186,0.5,"Deficiências em atenção, processamento de informações, planejamento, organização e controle de emoções.Quais são os sinais de TDAH em crianças?Inconsistência em atenção, interrupções frequentes, dificuldade em focar, dificuldades em seguir comandos, comportamento inapropriado, e dificuldades em organizar e completar tarefas.Quais são os sintomas de TDAH em adultos?TDAH persistente, dificuldades em foco, interrupções, dificuldades em planejar, organização, gerenciamento de emoções, e dificuldades em comunicação.Qual é a relação entre TDAH e distúrbios neuropsiquiátricos?TDAH co-ocorre com distúrbios como depressão, transtorno de personalidade, TDAH persistente, e transtorno de ansiedade.Quais são os fatores de risco associados ao TDAH?Infância precoce, infantes prematuros","TDAH afeta funções executivas, atenção seletiva, memória de trabalho, temporização e tomada de decisão baseada em recompensas."
Quais fatores estão associados à redução no volume...,10.3,0.81,0.12,0.012,0.072,0.308,0.19,0.5,"Estímulo cognitivo, atividade física, exposição ao estresse, comorbidades como depressão e obesidade, e níveis elevados de cortisol.Qual é a relação entre TDAH e a neurotransmissão da dopamina em adultos?TDAH é frequentemente associado a um sistema nervoso não otimizado, com base na neurotransmissão da dopamina.Quais mudanças na neurotransmissão da dopamina podem ocorrer em adultos com TDAH?Modificações na neurotransmissão da dopamina podem ocorrer devido a fatores ambientais, como estresse, e predisposições genéticas.Qual é o papel da neurotransmissão da dopamina na função cognitiva em adultos com TDAH?A neurotransmissão da dopamina é fundamental para a função cognitiva em adultos com TDAH, afetando habilidades como planejamento, atenção, memória e tomada de decisões.Como a neurotransmissão da dopamina","Fatores biológicos como baixo peso ao nascer, tabagismo, exposição a drogas e álcool prenatal, distúrbios psiquiátricos maternos, disfunção familiar e baixo nível socioeconômico."
